,principio_activo,concentracion,unidad_de_dispensacion,fabricante,unidad_base,canal,precio_por_tableta,factoresprecio,numerofactor,precio_por_tableta_float,log_precio_por_tableta,concentracion_filtrado,concentracion_en_gramos,principio_activo_encoded,unidad_de_dispensacion_encoded,fabricante_encoded,factoresprecio_encoded,canal_encoded,precio_normalizado
9191,sucralfato,sucralfato 1 g,Tableta o cápsula,Bioquifar,g,Institucional,194.04,Medio,2,194.04,5.273204665732961,1 g,1.0,1591,27,66,2,1,-0.20870149207423938
7621,dalteparina,dalteparina 7500 ui,Solución o suspensión inyectable,Pfizer,ml,Institucional,"20,862.33",Medio,2,20862.33,9.945748351480693,,0.0,526,19,338,2,1,0.9262606219305233
6702,estrogenos conjugados,"estrogenos conjugados 62,5 mg",Cremas o geles o ungüentos o pomadas o pastas o jaleas,Chalver,g,Institucional,"30,482.25",Alto,3,30482.25,10.324932631412885,5 mg,0.005,720,1,94,0,1,1.4545212927338018
7680,imipenem y cilastatina,cilastatina 500 mg + imipenem 500 mg,Polvo para reconstituir a Solución o suspensión inyectable,Farmalogica,mg,Institucional,"11,400.00",Medio,2,11400.0,9.34145634983372,500 mg + 500 mg,1.0,1002,13,151,2,1,0.40665372362346996
1620,mosaprida,mosaprida 5 mg,Tableta o cápsula,Siegfried,mg,Comercial,"2,454.31",Bajo,1,2454.31,7.806008305169291,5 mg,0.005,1258,27,399,1,0,-0.08458281474672244
5642,complejo b,complejo b,Jarabe,Ecar,ml,Comercial,"9,879.25",Medio,2,9879.25,9.198293094065507,,0.0,509,10,127,2,0,0.32314446209904085
11864,clonazepam,"clonazepam 0,5 mg",Tableta o cápsula,Cheplapharm,mg,Institucional,868.33,Alto,3,868.33,6.767722800015255,5 mg,0.005,458,27,95,0,1,-0.17167406484865508
2146,diclofenaco,diclofenaco 1 g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Pentacoop,g,Comercial,"8,401.25",Bajo,1,8401.25,9.036254806106943,1 g,1.0,586,1,335,1,0,0.24198274022949873
1801,levonorgestrel y etinilestradiol,levonorgestrel 150 mcg + etinilestradiol 30 mcg,Tableta o cápsula,Faes Farma,mcg,Comercial,254.55,Medio,2,254.55,5.543418085214289,150 mcg + 30 mcg,0.00017999999999999998,1118,27,143,2,0,-0.20537869383991866
2095,metronidazol,metronidazol 500 mg,Tableta o cápsula,Laproff,mg,Comercial,126.23,Bajo,1,126.23,4.845996472154609,500 mg,0.5,1223,27,246,1,0,-0.21242515672916065
8744,metrotexate,metrotexate 20 mg,Solución o suspensión inyectable,Pharmalab,ml,Institucional,"103,987.50",Medio,2,103987.5,11.552035595086354,20 mg,0.02,1229,19,343,2,1,5.490930397233912
7444,ibuprofeno,ibuprofeno 2 g,Solución o suspensión oral,Biochem,ml,Institucional,"16,275.45",Alto,3,16275.45,9.697474556810159,2 g,2.0,975,21,58,0,1,0.6743803250367713
1357,atorvastatin,atorvastatina 20 mg,Tableta o cápsula,Labinco,mg,Comercial,746.17,Bajo,1,746.17,6.61629273621567,20 mg,0.02,213,27,238,1,0,-0.17838226237476013
9639,fentanilo,"fentanilo 0,5 mg",Solución o suspensión inyectable,Feparvi,ml,Institucional,198.00,Medio,2,198.0,5.293304824724492,5 mg,0.005,802,19,156,2,1,-0.20848403576936564
8773,levotiroxina de sodio,levotiroxina sodica 200 mcg,Tableta o cápsula,Lafrancol,mcg,Institucional,"1,150.89",Bajo,1,1150.89,7.0491593505856365,200 mcg,0.00019999999999999998,1123,27,244,1,1,-0.15615778871099756
9920,pregabalina,pregabalina 25 mg,Tableta o cápsula,Hetero Labs,mg,Institucional,278.92,Bajo,1,278.92,5.634503848059433,25 mg,0.025,1472,27,203,1,1,-0.20404045895361234
10302,brimonidina y timolol,brimonidina 2 mg + timolol 5 mg,Solución o suspensión oftálmica,Bio Esteril,ml,Institucional,"12,000.00",Medio,2,12000.0,9.392745258631441,2 mg + 5 mg,0.007,293,20,57,2,1,0.4396016486043396
7752,fexofenadina,fexofenadina 120 mg,Tableta o cápsula,Farma,mg,Institucional,700.00,Medio,2,700.0,6.55250788703459,120 mg,0.12,808,27,144,2,1,-0.18091760520203806
3565,abacavir,abacavir 2 g,Solución o suspensión oral,Hetero Labs,ml,Comercial,"43,000.00",Medio,2,43000.0,10.668978650219241,2 g,2.0,0,21,203,2,0,2.1419111059492693
11785,secnidazol,secnidazol 1 g,Tableta o cápsula,Memphis,g,Institucional,458.30,Bajo,1,458.3,6.129703591331748,1 g,1.0,1543,27,279,1,1,-0.19419012764849836
10414,pramipexol,"pramipexol 0,75 mg",Tableta o cápsula de liberación modificada,Legrand,mg,Institucional,"1,333.00",Medio,2,1333.0,7.195937226475569,75 mg,0.075,1459,28,249,2,1,-0.1461575443472206
7713,acetaminofen y fenilefrina,acetaminofen 500 mg + fenilefrina 10 mg,Polvos o granulados,Sanofi Aventis,g,Institucional,"2,457.83",Medio,2,2457.83,7.807440906032117,500 mg + 10 mg,0.51,34,15,389,2,1,-0.08438952025350134
1609,ivermectina,ivermectina 6 mg,Solución o suspensión oral,Tecnofar,ml,Comercial,"13,556.50",Medio,2,13556.5,9.514695178715217,6 mg,0.006,1062,21,414,2,0,0.5250740573255455
3096,nicotina,nicotina 2 mg,Tableta o cápsula,Janssen,mg,Comercial,"1,914.81",Medio,2,1914.81,7.557895788686708,2 mg,0.002,1309,27,224,2,0,-0.11420849062535438
9743,valaciclovir,valaciclovir 500 mg,Tableta o cápsula,Tecnoquimicas,mg,Institucional,"2,280.00",Medio,2,2280.0,7.732369222284388,500 mg,0.5,1747,27,416,2,1,-0.09415473608574808
2415,flucocinolona acetonido,"flucocinolona acetonido 0,025 g",Cremas o geles o ungüentos o pomadas o pastas o jaleas,Glenmark,g,Comercial,"36,510.00",Medio,2,36510.0,10.505368864030821,025 g,25.0,820,1,182,2,0,1.7855243840728632
2017,beclometasona,beclometasona 250 mcg,Aerosoles,Tecnoquimicas,dosis,Comercial,"56,045.58",Medio,2,56045.58,10.933938409689544,250 mcg,0.00025,235,0,416,2,0,2.8582857579024914
2971,cladribina,cladribina 2 mg,Solución o suspensión inyectable,Lipomed,ml,Comercial,"1,025,200.00",Medio,2,1025200.0,13.840399248891007,2 mg,0.002,441,19,257,2,0,56.07766429963282
6424,paroxetina,paroxetina 20 mg,Tableta o cápsula,Tecnoquimicas,mg,Institucional,"1,484.09",Alto,3,1484.09,7.303230655460933,20 mg,0.02,1393,27,416,0,1,-0.13786070770495465
4125,bisoprolol,"bisoprolol 2,5 mg",Tableta o cápsula,Mk,mg,Comercial,241.88,Medio,2,241.88,5.492567494207265,5 mg,0.005,283,27,290,2,0,-0.206074444189098
5846,vitamina c,vitamina c 500 mg,Tableta o cápsula,Procter & Gamble,mg,Comercial,"4,640.96",Alto,3,4640.96,8.442891969821815,500 mg,0.5,1795,27,355,0,0,0.03549315218564178
5375,secnidazol,secnidazol 500 mg,Tableta o cápsula,La Sante,mg,Comercial,"1,331.94",Medio,2,1331.94,7.1951423079128585,500 mg,0.5,1543,27,237,2,0,-0.14621575234802014
11635,tramadol,tramadol 100 mg,Solución o suspensión oral,Memphis,ml,Institucional,"8,190.00",Alto,3,8190.0,9.010791269515602,100 mg,0.1,1704,21,279,0,1,0.23038232497581757
11379,hidrocortisona,hidrocortisona 1 g,Loción,Galderma,ml,Institucional,"51,262.55",Medio,2,51262.55,10.844735252299616,1 g,1.0,930,11,167,2,1,2.59563423520041
3246,cefalexina,cefalexina 5 g,Polvo para reconstituir a Solución o suspensión oral,Farvical,ml,Comercial,"9,000.00",Bajo,1,9000.0,9.105090961257085,5 g,5.0,384,14,155,1,0,0.2748620236999915
124,levodropropizina,"levodropropizina 0,6 g",Jarabe,Bago,ml,Comercial,"52,408.83",Alto,3,52408.83,10.866849448135161,6 g,6.0,1114,10,47,0,0,2.658580147612195
1106,glucosamina,glucosamina sulfato 1500 mg,Polvo para reconstituir a Solución o suspensión oral,Novamed,g,Comercial,"6,631.69",Medio,2,6631.69,8.799765732416509,1500 mg,1.5,888,14,310,2,0,0.144810523347586
11085,penicilina g sodica,penicilina g sodica 5000000 ui,Polvo para reconstituir a Solución o suspensión inyectable,Vitalis,ui,Institucional,"2,410.00",Medio,2,2410.0,7.787796878181171,,0.0,1405,13,436,2,1,-0.08701601900655967
7533,mosaprida,mosaprida 5 mg,Tableta o cápsula,Novamed,mg,Institucional,"1,012.81",Alto,3,1012.81,6.921470789868078,5 mg,0.005,1258,27,310,0,1,-0.16374020451326168
840,terbinafina,terbinafina 250 mg,Tableta o cápsula,Patmar,mg,Comercial,"6,636.71",Alto,3,6636.71,8.800522303467789,250 mg,0.25,1646,27,333,0,0,0.1450861876532593
6394,acido folico,acido folico 1 mg,Tableta o cápsula,Laproff,mg,Institucional,47.80,Alto,3,47.8,3.8877303128591016,1 mg,0.001,69,27,246,0,1,-0.21673199965624332
9353,pregabalina,pregabalina 300 mg,Tableta o cápsula,Winthrop,mg,Institucional,"1,557.00",Alto,3,1557.0,7.351158226430694,300 mg,0.3,1472,27,440,0,1,-0.13385698568769597
5649,dexametasona y tobramicina,"tobramicina 0,3 g + dexametasona 0,1 g",Cremas o geles o ungüentos o pomadas o pastas o jaleas,Novartis,g,Comercial,"78,035.00",Alto,3,78035.0,11.264925537657152,3 g + 1 g,4.0,568,1,311,0,0,4.065795358790547
10864,satralizumab,satralizumab 120 mg,Solución o suspensión inyectable,Roche,ml,Institucional,"28,343,280.00",Medio,2,28343280.0,17.15990055828501,120 mg,0.12,1541,19,372,2,1,1556.2010817352902
3341,mometasona,mometasona 180 aplicaciones,Solución o suspensión intranasal,Novamed,ml,Comercial,"83,675.00",Medio,2,83675.0,11.334707477009012,,0.0,1253,18,310,2,0,4.375505853610722
598,claritromicina,claritromicina 500 mg,Tableta o cápsula,Labquifar,mg,Comercial,"3,826.05",Medio,2,3826.05,8.249849550404374,500 mg,0.5,442,27,243,2,0,-0.0092561703912923
2123,hidrocortisona,"hidrocortisona 0,5 g",Loción,Labquifar,ml,Comercial,"12,494.50",Medio,2,12494.5,9.433123858474836,5 g,5.0,930,11,243,2,0,0.4667562301094063
5512,acido folico,acido folico 1 mg,Solución o suspensión inyectable,Ecar,ml,Comercial,"8,552.50",Medio,2,8552.5,9.054095834892346,1 mg,0.001,69,19,127,2,0,0.25028836298509294
8990,metformina y linagliptina,"metformina 1000 mg + linagliptina 2,5 mg",Tableta o cápsula,Boehringer,mg,Institucional,"1,668.83",Medio,2,1668.83,7.420477103822009,1000 mg + 5 mg,1.005,1199,27,78,2,1,-0.12771604160334488
11246,furosemida,furosemida 40 mg,Tableta o cápsula,Tecnoquimicas,mg,Institucional,35.75,Medio,2,35.75,3.6041382256588457,40 mg,0.04,857,27,416,2,1,-0.2173937038162758
8514,dienogest,dienogest 2 mg,Tableta o cápsula,Bayer,mg,Institucional,"3,016.00",Medio,2,3016.0,8.012018239159062,2 mg,0.002,593,27,50,2,1,-0.053738614775881356
9286,bromuro de rocuronio,bromuro de rocuronio 50 mg,Solución o suspensión inyectable,Fresenius,ml,Institucional,"1,887.48",Medio,2,1887.48,7.543527551680759,50 mg,0.05,310,19,164,2,1,-0.11570926860823298
11470,dipirona y hioscina,"hioscina 0,02 g + dipirona 2,5 g",Solución o suspensión inyectable,Sanofi Aventis,ml,Institucional,"11,739.48",Medio,2,11739.48,9.37079797840659,02 g + 5 g,7.0,623,19,389,2,1,0.425295659577646
5999,acido fusidico,acido fusidico 2 g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,American Generics,g,Comercial,"9,204.83",Medio,2,9204.83,9.127592257989,2 g,2.0,72,1,24,2,0,0.2861098961563774
2197,norfloxacina,norfloxacina 400 mg,Tableta o cápsula,Ah Robins,mg,Comercial,"2,024.57",Alto,3,2024.57,7.613606421413642,400 mg,0.4,1336,27,10,0,0,-0.10818121688218729
4051,citicolina,citicolina 1000 mg,Solución o suspensión inyectable,Siegfried,ml,Comercial,"17,317.50",Medio,2,17317.5,9.759530573285158,1000 mg,1.0,436,19,399,2,0,0.7316026337472965
1216,glucosamina y condroitina,glucosamina sulfato 1500 mg + condroitin sulfato 1200 mg,Polvo para reconstituir a Solución o suspensión oral,American Generics,g,Comercial,"2,585.04",Medio,2,2585.04,7.857883027116275,1500 mg + 1200 mg,2.7,893,14,24,2,0,-0.07740401102547396
3362,ácido ibandrónico,acido ibandronico 150 mg,Tableta o cápsula,Tecnofar,mg,Comercial,"55,123.10",Bajo,1,55123.1,10.917342286085255,150 mg,0.15,1817,27,414,1,0,2.80762942150857
2501,hidroxicloroquina,hidroxicloroquina 400 mg,Tableta o cápsula,Bioquifar,mg,Comercial,"6,600.00",Bajo,1,6600.0,8.79497643168877,400 mg,0.4,944,27,66,1,0,0.14307032377651313
725,timolol,timolol 5 mg,Solución o suspensión oftálmica,Tecnoquimicas,ml,Comercial,"24,120.75",Alto,3,24120.75,10.090869202106395,5 mg,0.005,1671,20,416,0,0,1.1051909181241317
9386,oxicodona,oxicodona 9 mg,Solución o suspensión inyectable,Mundipharma,ml,Institucional,"6,554.42",Medio,2,6554.42,8.788047467371744,9 mg,0.009000000000000001,1367,19,295,2,1,0.14056737974213307
978,dexametasona y tobramicina,dexametasona 1 mg + tobramicina base 3 mg,Solución o suspensión oftálmica,Tecnofar,ml,Comercial,"19,764.00",Medio,2,19764.0,9.891667975730785,1 mg + 3 mg,0.004,568,20,414,2,0,0.8659477978567923
808,atomoxetina,atomoxetina 18 mg,Tableta o cápsula,Eli Lilly,mg,Comercial,"5,447.10",Medio,2,5447.1,8.603022203020656,18 mg,0.018000000000000002,212,27,129,2,0,0.07976088592577218
7181,meloxicam,meloxicam 15 mg,Tableta o cápsula,Colmed,mg,Institucional,150.00,Medio,2,150.0,5.017279836814924,15 mg,0.015,1174,27,106,2,1,-0.2111198697678352
1475,acetazolamida,acetazolamida 250 mg,Tableta o cápsula,Colmed,mg,Comercial,758.33,Bajo,1,758.33,6.632436465513755,250 mg,0.25,45,27,106,1,0,-0.17771451776181452
8923,ketamina,ketamina 500 mg,Solución o suspensión inyectable,Ryan,ml,Institucional,"13,916.67",Medio,2,13916.67,9.540914534820498,500 mg,0.5,1067,19,383,2,1,0.5448521475594785
6660,losartan,losartan potasico 50 mg,Tableta o cápsula,American Generics,mg,Institucional,0.91,Bajo,1,0.91,0.6471032420585385,50 mg,0.05,1148,27,24,1,1,-0.2193068799934983
7839,cloruro de potasio,"cloruro de potasio 1,49 g",Solución o suspensión inyectable,Sanderson,ml,Institucional,4.17,Medio,2,4.17,1.6428726885203377,49 g,49.0,483,19,387,2,1,-0.21912786293443556
4906,ibuprofeno,ibuprofeno 400 mg,Tableta o cápsula,High Packing Company,mg,Comercial,460.60,Medio,2,460.6,6.13469871519389,400 mg,0.4,975,27,206,2,0,-0.19406382726940502
8312,hidroclorotiazida e irbesartan,irbesartan 300 mg + hidroclorotiazida 25 mg,Tableta o cápsula,Tecnoquimicas,mg,Institucional,"5,057.00",Alto,3,5057.0,8.52872642722991,300 mg + 25 mg,0.325,918,27,416,0,1,0.05833924336737677
10718,lanadelumab,lanadelumab 300 mg,Solución o suspensión inyectable,Baxalta,ml,Institucional,"26,740,738.00",Medio,2,26740738.0,17.101698765755817,300 mg,0.3,1087,19,48,2,1,1468.200359077469
4930,esomeprazol,esomeprazol 40 mg,Tableta o cápsula,Lafrancol,mg,Comercial,"8,784.59",Alto,3,8784.59,9.080868158297772,40 mg,0.04,707,27,244,0,0,0.26303316949977634
4542,nistatina y oxido de zinc,nistatina 2 g + oxido de zinc 20 g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Bkmpharma,g,Comercial,"9,728.44",Bajo,1,9728.44,9.182911619566923,2 g + 20 g,22.0,1325,1,75,1,0,0.31486300115509935
3962,melatonina,melatonina 3 mg,Tableta o cápsula,Healthy America,mg,Comercial,358.27,Medio,2,358.27,5.884074194947458,3 mg,0.003,1172,27,200,2,0,-0.19968309587489233
9221,lansoprazol,lansoprazol 30 mg,Tableta o cápsula,Novamed,mg,Institucional,387.50,Medio,2,387.5,5.962293169807702,30 mg,0.03,1089,27,310,2,1,-0.19807798279624098
2671,rotigotina,rotigotina 9 mg,Parche,Ucb,mg,Comercial,"7,929.75",Medio,2,7929.75,8.978502887710313,9 mg,0.009000000000000001,1528,12,424,2,0,0.2160911625153654
7283,acido ibandronico,acido ibandronico 150 mg,Tableta o cápsula,Atnahs,mg,Institucional,"76,711.83",Alto,3,76711.83,11.247824248464212,150 mg,0.15,79,27,42,0,1,3.9931358489623188
1235,troxerutina y pycnogenol,"troxerutina 0,4 g + pycnogenol 0,02 g",Polvo para reconstituir a Solución o suspensión oral,Synthesis,g,Comercial,"7,231.38",Medio,2,7231.38,8.8863234449394,4 g + 02 g,6.0,1732,14,413,2,0,0.17774142523388223
1225,nistatina y dexametasona,"nistatina 100000 ui + dexametasona 0,25 mg",Óvulo,Tecnofar,ui,Comercial,"5,430.33",Medio,2,5430.33,8.599939318479446,25 mg,0.025,1322,31,414,2,0,0.07883999142255685
1764,terbinafina,terbinafina 1 g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Mega Labs,g,Comercial,"19,956.17",Medio,2,19956.17,9.90134375624608,1 g,1.0,1646,1,276,2,0,0.8765004690960818
8510,memantina,memantina 10 mg,Tableta o cápsula,Winthrop,mg,Institucional,595.00,Medio,2,595.0,6.39024066706535,10 mg,0.01,1176,27,440,2,1,-0.18668349207369023
7516,acetaminofen + fenilefrina + loratadina,"loratadina 0,05 g + fenilefrina 0,1 g + acetaminofen 6,5 g",Jarabe,Chalver,ml,Institucional,"14,500.00",Medio,2,14500.0,9.581972891547895,05 g + 1 g + 5 g,11.0,27,10,94,2,1,0.576884669357963
6814,imipramina,imipramina 25 mg,Tableta o cápsula,Humax,mg,Institucional,62.75,Bajo,1,62.75,4.154969184038536,25 mg,0.025,1003,27,207,1,1,-0.21591104719213666
7242,esomeprazol,esomeprazol 40 mg,Tableta o cápsula,Winthrop,mg,Institucional,124.33,Bajo,1,124.33,4.830950258623431,40 mg,0.04,707,27,440,1,1,-0.21252949182493341
6650,tenecteplasa,tenecteplasa 50 mg,Polvo para reconstituir a Solución o suspensión inyectable,Boehringer,mg,Institucional,"2,753,579.86",Medio,2,2753579.86,14.828412753514614,50 mg,0.05,1636,13,78,2,1,150.9885475758427
3217,losartan,losartan 100 mg,Tableta o cápsula,Grimann,mg,Comercial,451.59,Medio,2,451.59,6.1149866383906115,100 mg,0.1,1148,27,190,2,0,-0.1945585952762011
5737,ciclopentolato,ciclopentolato 10 mg,Solución o suspensión oftálmica,Oftalmoquimica,ml,Comercial,"56,787.50",Medio,2,56787.5,10.947089119421747,10 mg,0.01,413,20,317,2,0,2.8990269654055023
287,esomeprazol,esomeprazol 40 mg,Tableta o cápsula,Astrazeneca,mg,Comercial,"9,079.33",Alto,3,9079.33,9.11386581454726,40 mg,0.04,707,27,41,0,0,0.2792182885145455
7110,acetaminofen,acetaminofen 325 mg,Tableta o cápsula,Licol,mg,Institucional,196.00,Medio,2,196.0,5.2832037287379885,325 mg,0.325,12,27,254,2,1,-0.20859386218596854
2966,abiraterona,abiraterona 250 mg,Tableta o cápsula,Janssen,mg,Comercial,"62,655.58",Alto,3,62655.58,11.045423982742127,250 mg,0.25,5,27,224,0,0,3.2212620647750714
3164,rifaximina,rifaximina 2 g,Polvo para reconstituir a Solución o suspensión oral,Lafrancol,ml,Comercial,"50,105.00",Medio,2,50105.0,10.821896040381285,2 g,2.0,1509,14,244,2,0,2.532069450931067
11773,fosfato disódico de betametasona y dipropionato de betametasona,fosfato disódico de betametasona 2 mg + dipropionato de betametasona 5 mg,Solución o suspensión inyectable,Merck Sharp Dome,ml,Institucional,"31,800.67",Alto,3,31800.67,10.367274083112637,2 mg + 5 mg,0.007,850,19,282,0,1,1.5269199648225986
10550,zopiclona,"zopiclona 7,5 mg",Tableta o cápsula,Memphis,mg,Institucional,"1,260.00",Alto,3,1260.0,7.139660335964919,5 mg,0.005,1814,27,279,0,1,-0.1501662085532264
1657,sevoflurano,sevoflurano 100 ml,Solución o suspensión para inhalación,Piramal Critical Care,ml,Comercial,"311,134.00",Bajo,1,311134.0,12.647982180575626,100 ml,100.0,1556,22,347,1,0,16.86600930065009
1975,nitazoxanida,nitazoxanida 100 mg,Polvo para reconstituir a Solución o suspensión oral,Labinco,ml,Comercial,"31,497.00",Medio,2,31497.0,10.357679330734525,100 mg,0.1,1326,14,238,2,0,1.5102444708576976
2397,azitromicina,azitromicina 500 mg,Tableta o cápsula,Eurofarma,mg,Comercial,"2,119.94",Bajo,1,2119.94,7.659614665621414,500 mg,0.5,227,27,137,1,0,-0.10294414420647806
452,desloratadina,desloratadina 50 mg,Jarabe,Merck Sharp Dome,ml,Comercial,"124,725.00",Alto,3,124725.0,11.733874610335903,50 mg,0.05,547,10,282,0,0,6.629693054385218
2710,telmisartan,telmisartan 80 mg,Tableta o cápsula,Synthesis,mg,Comercial,"1,450.50",Alto,3,1450.5,7.280352783464685,80 mg,0.08,1631,27,413,0,0,-0.13970524237180032
10869,ibrutinib,ibrutinib 140 mg,Tableta o cápsula,Janssen,mg,Institucional,"181,379.63",Bajo,1,181379.63,12.10835303036635,140 mg,0.14,974,27,224,1,1,9.74078055281676
6649,ciclosporina,ciclosporina 1 mg,Solución o suspensión oftálmica,Sophia,ml,Institucional,"129,033.00",Medio,2,129033.0,11.767831214507895,1 mg,0.001,415,20,404,2,1,6.866259155747861
3681,desloratadina,"desloratadina 0,05 g",Solución o suspensión oral,Eurofarma,ml,Comercial,"19,647.83",Alto,3,19647.83,9.88577307353998,05 g,5.0,547,21,137,0,0,0.8595685304484131
422,haloperidol,haloperidol 5 g,Solución o suspensión inyectable,Feparvi,ml,Comercial,513.33,Medio,2,513.33,6.24286508279265,5 g,5.0,906,19,156,2,0,-0.1911682537956696
8375,montelukast,"montelukast 5,187 mg",Tableta o cápsula,American Generics,mg,Institucional,457.00,Medio,2,457.0,6.126869184114185,187 mg,0.187,1255,27,24,2,1,-0.19426151481929024
5316,cabergolina,"cabergolina 0,5 mg",Tableta o cápsula,Pfizer,mg,Comercial,"7,323.00",Medio,2,7323.0,8.898911905794401,5 mg,0.005,327,27,338,2,0,0.182772573378461
657,finasterida,finasterida 1 mg,Tableta o cápsula,Pharmaderm,mg,Comercial,"2,825.00",Medio,2,2825.0,7.946617563244473,1 mg,0.001,814,27,342,2,0,-0.06422703756145819
3301,clotrimazol y metronidazol,clotrimazol 100 mg + metronidazol 500 mg,Óvulo,Biochem,mg,Comercial,"3,440.10",Medio,2,3440.1,8.143546466694593,100 mg + 500 mg,0.6,495,31,58,2,0,-0.03044992313523669
8240,carbonato de calcio y vitamina d,"carbonato de calcio 1,498 g + vitamina d3 200 ui",Tableta o cápsula,Medigen,g,Institucional,111.00,Medio,2,111.0,4.718498871295094,498 g,498.0,365,27,274,2,1,-0.21326148489159172
2845,mesalazina,mesalazina 2000 mg,Polvos o granulados,Ferring,mg,Comercial,"4,905.28",Medio,2,4905.28,8.498271296161706,2000 mg,2.0,1189,15,158,2,0,0.05000781140388086
4066,pregabalina,pregabalina 75 mg,Tableta o cápsula,Ecar,mg,Comercial,636.17,Bajo,1,636.17,6.457036495948265,75 mg,0.075,1472,27,127,1,0,-0.18442271528791956
9309,atorvastatina,atorvastatina 40 mg,Tableta o cápsula,Eurofarma,mg,Institucional,687.18,Medio,2,687.18,6.534050431621708,40 mg,0.04,214,27,137,2,1,-0.18162159253246266
5244,topiramato,topiramato 100 mg,Tableta o cápsula,Janssen,mg,Comercial,"1,552.00",Alto,3,1552.0,7.347943823148687,100 mg,0.1,1698,27,224,0,0,-0.1341315517292032
1001,etoposido,etoposido 100 g,Solución o suspensión inyectable,Blau,ml,Comercial,"1,174.53",Medio,2,1174.53,7.069474388709338,100 g,100.0,737,19,77,2,0,-0.15485964046675127
4198,cetirizina + fenilefrina + ibuprofeno,cetirizina 5 mg + ibuprofeno 200 mg + fenilefrina 10 mg,Tableta o cápsula,Coopidrogas,mg,Comercial,"1,277.20",Medio,2,1277.2,7.153208117216181,5 mg + 200 mg + 10 mg,0.21500000000000002,405,27,109,2,0,-0.14922170137044147
2418,colchicina,"colchicina 0,5 mg",Tableta o cápsula,Laproff,mg,Comercial,145.79,Medio,2,145.79,4.989002993969142,5 mg,0.005,502,27,246,2,0,-0.2113510543747843
875,mometasona,"mometasona 0,1 g",Cremas o geles o ungüentos o pomadas o pastas o jaleas,Genfar,g,Comercial,"27,499.75",Medio,2,27499.75,10.221968556010042,1 g,1.0,1253,1,173,2,0,1.2907426489747291
7503,levotiroxina de sodio,levotiroxina sodica 50 mcg,Tableta o cápsula,Procaps,mcg,Institucional,74.88,Medio,2,74.88,4.3291531450668135,50 mcg,4.9999999999999996e-05,1123,27,353,2,1,-0.21524494997544005
3847,fluconazol y secnidazol,fluconazol 75 mg + secnidazol 1 g,Tableta o cápsula,Patmar,mg,Comercial,"15,094.40",Medio,2,15094.4,9.622145340630526,75 mg + 1 g,1.075,822,27,333,2,0,0.6095250803723444
961,clobetasol,"clobetasol 0,05 g + clobetasol 0,05 g",Emulsión Topica,Galderma,ml,Comercial,"105,575.00",Medio,2,105575.0,11.567186351696666,05 g + 05 g,10.0,452,4,167,2,0,5.578105115412463
1580,valsartán y amlodipino,valsartan 160 mg + amlodipino 5 mg,Tableta o cápsula,Novartis,mg,Comercial,"3,505.86",Medio,2,3505.86,8.162476329183667,160 mg + 5 mg,0.165,1759,27,311,2,0,-0.02683883055733337
7087,neomicina + polimixina + dexametasona,"polimixina b sulfato 6000 g + neomicina 3,5 g + dexametasona 1 g",Solución o suspensión oftálmica,Blaskov,ml,Institucional,"4,068.33",Medio,2,4068.33,8.3112336457208,6000 g + 5 g + 1 g,6006.0,1300,20,76,2,1,0.004048201715982835
7171,acido valproico,acido valproico 5 g,Jarabe,Novamed,ml,Institucional,"14,383.50",Medio,2,14383.5,9.573906516952642,5 g,5.0,100,10,310,2,1,0.5704872805908441
2206,metformina y vildagliptina,vildagliptina 50 mg + metformina 500 mg,Tableta o cápsula,Novartis,mg,Comercial,"1,128.38",Medio,2,1128.38,7.0294240885641415,50 mg + 500 mg,0.55,1202,27,311,2,0,-0.15739388502986318
4266,piroxicam,"piroxicam 0,5 g",Cremas o geles o ungüentos o pomadas o pastas o jaleas,Bio Esteril,g,Comercial,"7,198.00",Bajo,1,7198.0,8.881697406469304,5 g,5.0,1437,1,57,1,0,0.17590842234077983
8299,cefalexina,cefalexina 500 mg,Tableta o cápsula,Bioquifar,mg,Institucional,244.32,Bajo,1,244.32,5.502563480757783,500 mg,0.5,384,27,66,1,1,-0.20594045596084248
11776,fentanilo,"fentanilo 4,2 mg",Parche,Janssen,mg,Institucional,"7,925.00",Medio,2,7925.0,8.97790377375038,2 mg,0.002,802,12,224,2,1,0.2158303247759335
4231,clotrimazol + dexametasona + neomicina,"clotrimazol 1 g + neomicina 0,5 g + dexametasona 0,04 g",Cremas o geles o ungüentos o pomadas o pastas o jaleas,Anglopharma,g,Comercial,"25,515.00",Medio,2,25515.0,10.147060985361845,1 g + 5 g + 04 g,10.0,491,1,29,2,0,1.1817536587984276
757,clotrimazol,clotrimazol 100 mg,Óvulo,Colmed,mg,Comercial,"1,046.64",Medio,2,1046.64,6.954295294417033,100 mg,0.1,490,31,106,2,0,-0.16188249067642366
4866,dexametasona + polimixina b + neomicina,"polimixina b 6600 ui + neomicina 3,5 mg + dexametasona 1,3 mg",Solución o suspensión oftálmica,Farmaser,ml,Comercial,"31,500.00",Medio,2,31500.0,10.357774570341576,5 mg + 3 mg,0.008,561,20,153,2,0,1.510409210482602
